query_length,subdomain_count,packet_size,label
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
25,5,84,0
23,2,82,0
23,2,82,0
23,2,82,0
23,2,82,0
12,1,71,0
12,1,71,0
38,4,97,0
38,4,97,0
41,4,100,0
41,4,100,0
23,2,82,0
23,2,82,0
15,2,74,0
15,2,74,0
24,2,83,0
30,4,89,0
23,3,82,0
22,2,81,0
33,4,92,0
33,4,92,0
16,2,75,0
24,3,83,0
33,4,92,0
15,2,74,0
32,4,91,0
30,3,89,0
30,3,89,0
32,4,91,0
17,2,76,0
30,3,89,0
33,4,92,0
33,4,92,0
18,2,77,0
18,2,77,0
21,2,80,0
13,2,72,0
12,2,71,0
17,2,76,0
26,2,85,0
17,2,76,0
25,2,84,0
24,2,83,0
21,2,80,0.0
21,2,80,0.0
30,4,89,0.0
32,3,91,0.0
21,2,80,0.0
18,2,77,0.0
22,2,81,0.0
20,2,79,0.0
25,5,84,0.0
23,2,82,0.0
23,2,82,0.0
23,2,82,0.0
23,2,82,0.0
33,4,92,0.0
33,4,92,0.0
12,1,71,0.0
12,1,71,0.0
12,1,71,0.0
12,1,71,0.0
12,1,71,0.0
12,1,71,0.0
12,1,71,0.0
12,1,71,0.0
23,2,82,0.0
23,2,82,0.0
23,2,82,0.0
23,2,82,0.0
38,4,97,0.0
38,4,97,0.0
38,4,97,0.0
38,4,97,0.0
41,4,100,0.0
41,4,100,0.0
41,4,100,0.0
41,4,100,0.0
33,4,92,0.0
33,4,92,0.0
33,4,92,0.0
33,4,92,0.0
12,1,71,0.0
12,1,71,0.0
12,1,71,0.0
12,1,71,0.0
28,3,87,0.0
28,3,87,0.0
28,2,87,0.0
28,2,87,0.0
23,2,82,0.0
23,2,82,0.0
33,4,92,0.0
33,4,92,0.0
15,2,74,0.0
18,2,77,0.0
18,2,77,0.0
12,1,71,0.0
12,1,71,0.0
37,2,96,0.0
37,2,96,0.0
18,2,77,0.0
31,3,90,0.0
31,3,90,0.0
18,2,77,0.0
18,2,77,0.0
16,2,75,0.0
16,2,75,0.0
15,2,74,0.0
15,2,74,0.0
16,2,75,0.0
16,2,75,0.0
12,1,71,0.0
18,1,77,0.0
12,1,71,0.0
12,1,71,0.0
18,1,77,0.0
18,1,77,0.0
15,2,74,0.0
15,2,74,0.0
23,1,82,0.0
23,1,82,0.0
20,2,79,0.0
20,2,79,0.0
18,2,77,0.0
18,2,77,0.0
33,4,92,0.0
33,4,92,0.0
12,1,71,0.0
12,1,71,0.0
26,2,85,0.0
20,2,79,0.0
20,2,79,0.0
17,2,76,0.0
17,2,76,0.0
14,2,73,0.0
21,2,80,0.0
10,1,69,0.0
17,2,76,0.0
15,2,74,0.0
15,2,74,0.0
31,3,90,0.0
31,3,90,0.0
21,2,80,0.0
14,2,73,0.0
10,1,69,0.0
17,2,76,0.0
14,2,73,0.0
14,2,73,0.0
21,2,80,0.0
21,2,80,0.0
10,1,69,0.0
10,1,69,0.0
17,2,76,0.0
17,2,76,0.0
15,2,74,0.0
15,2,74,0.0
15,2,74,0.0
16,2,75,0.0
16,2,75,0.0
23,2,82,0.0
23,2,82,0.0
18,2,77,0.0
18,2,77,0.0
15,2,74,0.0
15,2,74,0.0
15,2,74,0.0
33,4,92,0.0
33,4,92,0.0
23,1,82,0.0
23,1,82,0.0
17,2,76,0.0
17,2,76,0.0
31,3,90,0.0
31,3,90,0.0
10,1,69,0.0
10,1,69,0.0
15,2,74,0.0
15,2,74,0.0
32,4,91,0.0
32,4,91,0.0
30,3,89,0.0
17,2,76,0.0
30,3,89,0.0
38,4,97,0.0
38,4,97,0.0
33,4,92,0.0
33,4,92,0.0
17,2,76,0.0
17,2,76,0.0
14,2,73,0.0
14,2,73,0.0
15,2,74,0.0
15,2,74,0.0
23,2,82,0.0
23,2,82,0.0
16,2,75,0.0
16,2,75,0.0
18,1,77,0.0
18,1,77,0.0
33,4,92,0.0
33,4,92,0.0
12,1,71,0.0
12,1,71,0.0
18,2,77,0.0
15,2,74,0.0
15,2,74,0.0
10,1,69,0.0
10,1,69,0.0
14,2,73,0.0
10,1,69,0.0
15,2,74,0.0
15,2,74,0.0
21,2,80,0.0
15,2,74,0.0
15,2,74,0.0
21,2,80,0.0
21,2,80,0.0
33,4,92,0.0
33,4,92,0.0
20,2,79,0.0
20,2,79,0.0
20,2,79,0.0
20,2,79,0.0
25,2,84,0.0
25,2,84,0.0
25,2,84,0.0
33,4,92,0.0
33,4,92,0.0
33,4,92,0.0
23,2,82,0.0
23,2,82,0.0
25,5,84,0
23,2,82,0
23,2,82,0
23,2,82,0
23,2,82,0
17,2,76,0
17,2,76,0
28,2,87,0
28,2,87,0
25,5,84,0
29,4,88,0
29,4,88,0
29,4,88,0
29,4,88,0
33,4,92,0
33,4,92,0
38,4,97,0
38,4,97,0
41,4,100,0
41,4,100,0
17,2,76,0
17,2,76,0
25,5,84,0
22,1,81,0
22,1,81,0
22,1,81,0
22,1,81,0
33,4,92,0
33,4,92,0
18,2,77,0
18,2,77,0
17,2,76,0
17,2,76,0
17,2,76,0
17,2,76,0
20,2,79,0
20,2,79,0
18,2,77,0
18,2,77,0
23,2,82,0
23,2,82,0
25,5,84,0
22,1,81,0
22,1,81,0
22,1,81,0
22,1,81,0
18,2,77,0
18,2,77,0
18,2,77,0
18,2,77,0
33,4,92,0
33,4,92,0
18,2,77,0
17,2,76,0
17,2,76,0
17,2,76,0
33,4,92,0
33,4,92,0
18,2,77,0
18,2,77,0
23,2,82,0
23,2,82,0
18,2,77,0
18,2,77,0
17,2,76,0
17,2,76,0
38,4,97,0
38,4,97,0
41,4,100,0
41,4,100,0
33,4,92,0
33,4,92,0
18,2,77,0
18,2,77,0
14,1,73,0
14,1,73,0
14,1,73,0
14,1,73,0
21,2,80,0
33,4,92,0
33,4,92,0
18,2,77,0
18,2,77,0
20,2,79,0
20,2,79,0
21,2,80,0
21,2,80,0
23,2,82,0
23,2,82,0
18,2,77,0
18,2,77,0
17,2,76,0
17,2,76,0
17,2,76,0
15,2,74,0
30,4,89,0
33,4,92,0
18,2,77,0
18,2,77,0
17,2,76,0
17,2,76,0
25,5,84,0
14,1,73,0
14,1,73,0
28,2,87,0
28,2,87,0
38,4,97,0
38,4,97,0
41,4,100,0
41,4,100,0
25,5,84,0
14,1,73,1
14,1,73,1
18,2,77,0
18,2,77,0
25,5,84,0
32,4,91,0
32,4,91,0
32,4,91,0
32,4,91,0
20,2,79,0
20,2,79,0
18,2,77,0
18,2,77,0
28,3,87,0
28,3,87,0
23,2,82,0
23,2,82,0
18,2,77,0
18,2,77,0
18,2,77,0
18,2,77,0
23,2,82,0
23,2,82,0
18,2,77,0
18,2,77,0
25,5,84,1
32,4,91,1
32,4,91,1
32,4,91,1
32,4,91,1
25,5,84,1
23,2,82,0
23,2,82,0
23,2,82,0
23,2,82,0
33,4,92,1
33,4,92,1
18,2,77,0
18,2,77,0
23,2,82,0
23,2,82,0
33,4,92,1
33,4,92,1
33,4,92,1
18,2,77,0
18,2,77,0
38,4,97,1
38,4,97,1
21,2,80,0
15,2,74,0
16,2,75,0
28,3,87,0
24,2,83,1
19,2,78,0
19,2,78,0
23,3,82,0
15,2,74,0
15,2,74,0
18,2,77,0
17,2,76,0
17,2,76,0
35,6,94,1
24,3,83,0
17,2,76,0
17,2,76,0
18,2,77,0
18,2,77,0
16,2,75,0
16,2,75,0
30,4,89,1
13,2,72,0
11,2,70,0
15,3,74,0
31,3,90,0
22,3,81,0
24,2,83,0
12,2,71,0
33,4,92,1
19,2,78,0
18,2,77,0
18,2,77,0
33,4,92,1
33,4,92,1
20,2,79,0
15,2,74,0
27,3,106,0
27,3,106,0
27,3,106,0
27,3,106,0
27,3,106,0
27,3,106,0
33,4,92,1
33,4,92,1
21,2,80,0
24,2,83,1
21,2,80,0
26,2,85,1
31,3,90,0
26,2,85,0
18,2,77,0
18,2,77,0
18,2,77,0
33,6,92,1
23,3,82,0
23,2,82,0
33,4,92,1
33,4,92,1
35,6,94,1
27,3,106,0
30,4,89,1
16,2,75,0
16,2,75,0
17,2,76,0
29,4,88,1
22,3,81,0
33,4,92,1
20,2,79,0
27,3,86,0
27,3,86,0
30,3,89,1
32,4,91,1
30,3,89,0
17,2,76,0
30,3,89,0
32,4,91,1
27,3,86,0
17,2,76,0
32,4,91,1
32,4,91,1
30,2,89,0
30,2,89,0
30,2,89,0
27,3,86,0
17,2,76,0
24,2,83,1
25,2,84,1
17,2,76,0
18,2,77,0
18,2,77,0
27,3,86,0
27,3,86,0
32,3,91,0
17,2,76,0
17,2,76,0
17,2,76,0
28,2,87,0
28,2,87,0
23,2,82,0
23,2,82,0
33,4,92,1
33,4,92,1
24,2,83,0
24,2,83,1
25,2,84,1
11,2,70,0
18,2,77,0
18,2,77,0
26,3,85,0
31,3,90,0
24,3,83,0
24,3,83,0
15,2,74,0
33,4,92,1
33,4,92,1
33,4,92,1
18,2,77,0
15,2,74,0
15,2,74,0
24,3,83,0
25,5,84,1
33,4,92,1
33,4,92,1
33,4,92,1
33,4,92,1
22,2,81,0
33,4,92,1
33,4,92,1
20,2,79,0
20,2,79,0
24,3,83,0
24,3,83,0
21,2,80,0
18,2,77,0
18,2,77,0
20,2,79,0
20,2,79,0
21,2,80,0
21,2,80,0
27,3,86,0
27,3,86,0
18,2,77,0
18,2,77,0
24,3,83,0
24,3,83,0
25,5,84,1
33,4,92,1
33,4,92,1
33,4,92,1
33,4,92,1
33,4,92,1
33,4,92,1
18,2,77,0
18,2,77,0
18,2,77,0
18,2,77,0
38,4,97,1
38,4,97,1
17,2,76,0
17,2,76,0
41,4,100,1
41,4,100,1
23,2,82,0
23,2,82,0
26,2,85,1
31,3,90,0
31,3,90,0
16,2,75,0
16,2,75,0
19,2,78,0
19,2,78,0
19,2,78,0
18,2,77,0
18,2,77,0
27,3,86,0
27,3,86,0
24,3,83,0
24,3,83,0
18,2,77,0
18,2,77,0
23,1,82,1
23,1,82,1
17,2,76,0
17,2,76,0
33,4,92,1
33,4,92,1
33,4,92,1
24,2,83,0
18,2,77,0
18,2,77,0
24,2,83,0
24,2,83,0
24,2,83,1
24,2,83,1
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,1
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,1
24,2,83,0
24,2,83,0
24,2,83,0
24,2,83,0
17,2,76,0
17,2,76,0
17,2,76,0
17,2,76,0
20,2,79,0
20,2,79,0
18,2,77,0
18,2,77,0
17,2,76,0
17,2,76,0
18,2,77,0
18,2,77,0
17,2,76,0
17,2,76,0
17,2,76,0
28,2,87,0
28,2,87,0
41,4,100,1
41,4,100,1
17,2,76,0
17,2,76,0
33,4,92,1
33,4,92,1
27,3,86,0
27,3,86,0
12,1,71,0
12,1,71,0
21,2,80,0
30,4,89,1
20,2,79,0
20,2,79,0
21,2,80,0
21,2,80,0
28,3,87,0
28,3,87,0
18,2,77,0
18,2,77,0
32,3,91,0
27,3,86,0
27,3,86,0
27,3,86,0
27,3,86,0
27,2,86,0
15,2,74,0
20,2,79,0
32,4,91,1
41,5,100,1
41,5,100,1
33,6,92,1
35,6,94,1
33,6,92,1
35,6,94,1
32,4,91,1
35,6,94,1
35,6,94,1
28,3,87,0
28,3,87,0
23,2,82,0
23,2,82,0
18,2,77,0
18,2,77,0
33,4,92,1
33,4,92,1
18,2,77,0
18,2,77,0
27,3,86,0
27,3,86,0
33,4,92,1
33,4,92,1
33,4,92,1
24,3,83,0
24,3,83,0
15,2,74,0
18,2,77,0
18,2,77,0
38,4,97,1
38,4,97,1
23,2,82,0
23,2,82,0
41,4,100,1
41,4,100,1
20,2,79,0
20,2,79,0
20,2,79,0
20,2,79,0
20,2,79,0
23,2,82,0
23,2,82,0
20,2,79,0
27,3,86,0
27,3,86,0
27,3,86,0
27,3,86,0
27,3,86,0
27,3,86,0
18,2,77,0
18,2,77,0
18,2,77,0
18,2,77,0
18,2,77,0
18,2,77,0
18,2,77,0
18,2,77,0
17,2,76,0
17,2,76,0
24,3,83,0
24,3,83,0
18,2,77,0
12,1,71,0
12,1,71,0
18,2,77,0
25,2,84,0
25,2,84,0
25,2,84,0
28,2,87,0
28,2,87,0
23,2,82,0
23,2,82,0
23,1,82,1
23,1,82,1
12,1,71,0
12,1,71,0
38,4,97,1
38,4,97,1
41,4,100,1
41,4,100,1
27,3,86,0
27,3,86,0
21,2,80,0
21,2,80,0
23,2,82,0
23,2,82,0
23,2,82,0
23,2,82,0
23,2,82,0
23,2,82,0
23,2,82,0
23,2,82,0
18,2,77,0
18,2,77,0
17,2,76,0
17,2,76,0
17,2,76,0
17,2,76,0
17,2,76,0
31,2,90,0
31,2,90,0
26,2,85,1
26,2,85,1
31,2,90,0
31,2,90,0
37,2,96,1
37,2,96,1
26,2,85,1
26,2,85,1
20,2,79,0
20,2,79,0
20,2,79,0
20,2,79,0
20,2,79,0
20,2,79,0
20,2,79,0
12,1,71,0
12,1,71,0
18,2,77,0
18,2,77,0
27,3,86,0
27,3,86,0
17,2,76,0
17,2,76,0
24,3,83,0
24,3,83,0
23,2,82,0
23,2,82,0
22,2,81,0
38,4,97,1
38,4,97,1
41,4,100,1
41,4,100,1
33,4,92,1
12,1,71,0
12,1,71,0
20,2,79,0
21,2,80,0
21,2,80,0
21,2,80,0
21,2,80,0
33,4,92,1
33,4,92,1
15,2,74,0
15,2,74,0
20,2,79,0
20,2,79,0
26,4,85,1
23,3,82,0
15,2,74,0
26,3,85,0
23,3,82,0
30,4,89,1
30,4,89,1
33,4,92,1
33,4,92,1
12,1,71,0
12,1,71,0
28,3,87,0
28,3,87,0
23,2,82,0
23,2,82,0
12,1,71,0
12,1,71,0
12,1,71,0
23,2,82,0
23,2,82,0
12,1,71,0
12,1,71,0
12,1,71,0
20,2,79,0
18,2,77,0
18,2,77,0
21,2,80,0
27,3,86,0
27,3,86,0
20,2,79,0
20,2,79,0
18,2,77,0
18,2,77,0
22,3,81,0
22,3,81,0
33,3,92,0
33,3,92,0
26,3,85,0
27,3,86,0
27,3,86,0
27,3,86,0
27,3,86,0
24,2,83,0
31,3,90,0
24,3,83,0
24,3,83,0
24,3,83,0
24,3,83,0
15,2,74,0
27,3,86,0
27,3,86,0
27,3,86,0
19,2,78,0
32,3,91,0
27,3,86,0
50,3,109,1
32,4,91,1
30,4,89,1
27,3,86,0
27,3,86,0
26,3,85,0
20,2,79,0
20,2,79,0
21,2,80,0
21,2,80,0
21,2,80,0
27,3,86,0
27,3,86,0
30,4,89,1
20,2,79,0
20,2,79,0
18,2,77,0
18,2,77,0
18,2,77,0
18,2,77,0
24,3,83,0
24,3,83,0
27,3,86,0
27,3,86,0
18,2,77,0
18,2,77,0
15,2,74,0
12,1,71,0
12,1,71,0
38,4,97,1
38,4,97,1
28,3,87,0
28,3,87,0
41,4,100,1
41,4,100,1
28,2,87,0
28,2,87,0
23,2,82,0
23,2,82,0
33,4,92,1
23,2,82,0
23,2,82,0
33,4,92,1
33,4,92,1
23,2,82,0
33,4,92,1
33,4,92,1
33,4,92,1
33,4,92,1
33,4,92,1
23,2,82,0
23,2,82,0
23,2,82,0
27,3,86,0
27,3,86,0
27,3,86,0.0
27,3,86,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,1
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0
24,2,83,0.0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,1
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
24,2,83,0
24,2,83,0.0
33,4,92,1
33,4,92,1
33,4,92,0.0
33,4,92,0.0
33,4,92,1
33,4,92,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,0.0
39,4,98,1
39,4,98,0.0
39,4,98,0.0
39,4,98,1
39,4,98,0.0
